INFO:root:Trial - Mean Train RMSE: 0.012195450402921984, Mean Val RMSE: 0.046480597851257494, Mean R2: 0.07826808852029733, Params: {'learning_rate': 0.03700910389219214, 'max_depth': 15, 'gamma': 0.039869191687270884, 'min_child_weight': 8.199001053769642, 'colsample_bytree': 0.7808351020590852, 'max_leaves': 74, 'subsample': 0.7665708775453693, 'reg_alpha': 0.8216856111276868, 'reg_lambda': 1.8284180082473152, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.030132278355608704, Mean Val RMSE: 0.06049491438748726, Mean R2: 0.10187684593682003, Params: {'learning_rate': 0.031049853098321544, 'max_depth': 6, 'gamma': 0.025357575738172565, 'min_child_weight': 1.542363999589998, 'colsample_bytree': 0.826926188468731, 'max_leaves': 98, 'subsample': 0.7613874435991691, 'reg_alpha': 2.3623057273588555, 'reg_lambda': 2.449474408765618, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04179296843610443, Mean Val RMSE: 0.06888045463114996, Mean R2: 0.11601235559466835, Params: {'learning_rate': 0.031049853098321544, 'max_depth': 7, 'gamma': 0.025357575738172565, 'min_child_weight': 1.6479496487914307, 'colsample_bytree': 0.826926188468731, 'max_leaves': 115, 'subsample': 0.7613874435991691, 'reg_alpha': 7.044194478493201, 'reg_lambda': 1.7457757635207745, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06310479055954925, Mean Val RMSE: 0.08588264512869137, Mean R2: 0.144628311368461, Params: {'learning_rate': 0.20928193794397962, 'max_depth': 12, 'gamma': 0.3995688629257648, 'min_child_weight': 16.985132730203816, 'colsample_bytree': 0.826926188468731, 'max_leaves': 98, 'subsample': 0.506992894185473, 'reg_alpha': 4.263667045428324, 'reg_lambda': 1.2646902081654963, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06992512214956349, Mean Val RMSE: 0.09031501338262689, Mean R2: 0.1521426213643445, Params: {'learning_rate': 0.020275696474529713, 'max_depth': 7, 'gamma': 0.0034401467824758387, 'min_child_weight': 1.3368709908742789, 'colsample_bytree': 0.8067056377553556, 'max_leaves': 35, 'subsample': 0.6595739981451948, 'reg_alpha': 9.144297879896273, 'reg_lambda': 4.684912230531746, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1318547554445944, Mean Val RMSE: 0.13743334995693862, Mean R2: 0.23154855823292095, Params: {'learning_rate': 0.04250858969894604, 'max_depth': 3, 'gamma': 1.845098856780305, 'min_child_weight': 2.173236024830065, 'colsample_bytree': 0.6352154647519828, 'max_leaves': 136, 'subsample': 0.7148081792356653, 'reg_alpha': 6.8390105924863835, 'reg_lambda': 1.2646902081654963, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0815442657159546, Mean Val RMSE: 0.09863964388018064, Mean R2: 0.16613523756015292, Params: {'learning_rate': 0.005834197189031279, 'max_depth': 14, 'gamma': 1.0659865836295987, 'min_child_weight': 1.542363999589998, 'colsample_bytree': 0.669358535042832, 'max_leaves': 47, 'subsample': 0.9012680810929238, 'reg_alpha': 0.6826888855261253, 'reg_lambda': 0.5271788963292339, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01832193991594632, Mean Val RMSE: 0.051290190031853075, Mean R2: 0.08638535680830145, Params: {'learning_rate': 0.02588761453108803, 'max_depth': 14, 'gamma': 0.00036529681340708976, 'min_child_weight': 6.928372714631556, 'colsample_bytree': 0.7703575590238653, 'max_leaves': 126, 'subsample': 0.9181255557878423, 'reg_alpha': 4.376835963863122, 'reg_lambda': 0.5271788963292339, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.011414305828551548, Mean Val RMSE: 0.04782553361460621, Mean R2: 0.08054537912138267, Params: {'learning_rate': 0.10387978371106389, 'max_depth': 5, 'gamma': 0.00019453877779448576, 'min_child_weight': 2.173236024830065, 'colsample_bytree': 0.6352154647519828, 'max_leaves': 66, 'subsample': 0.925285127107672, 'reg_alpha': 1.1015550478304659, 'reg_lambda': 1.700120678411911, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.21465882320292926, Mean Val RMSE: 0.21704751012627624, Mean R2: 0.3655006101471247, Params: {'learning_rate': 0.0019914425338120943, 'max_depth': 5, 'gamma': 3.9442315142539246, 'min_child_weight': 12.243260915181375, 'colsample_bytree': 0.6197419059048828, 'max_leaves': 115, 'subsample': 0.5485143373314735, 'reg_alpha': 0.7569022242975596, 'reg_lambda': 1.7457757635207745, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0650743571079319, Mean Val RMSE: 0.08635458788762954, Mean R2: 0.14545394706792242, Params: {'learning_rate': 0.020275696474529713, 'max_depth': 7, 'gamma': 0.0034401467824758387, 'min_child_weight': 12.243260915181375, 'colsample_bytree': 0.8067056377553556, 'max_leaves': 115, 'subsample': 0.6595739981451948, 'reg_alpha': 9.144297879896273, 'reg_lambda': 0.7399951968207438, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09401085040808724, Mean Val RMSE: 0.10922167912960015, Mean R2: 0.18397246865511918, Params: {'learning_rate': 0.005704919524170977, 'max_depth': 13, 'gamma': 0.0006303776628503578, 'min_child_weight': 5.174301396000138, 'colsample_bytree': 0.6469591915282479, 'max_leaves': 70, 'subsample': 0.7644504050478144, 'reg_alpha': 4.056006468562388, 'reg_lambda': 9.233389268397493, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05713380729093616, Mean Val RMSE: 0.0811126073856179, Mean R2: 0.13661560950775653, Params: {'learning_rate': 0.03163004565372644, 'max_depth': 5, 'gamma': 0.30447160841976506, 'min_child_weight': 5.065416538301306, 'colsample_bytree': 0.6159197122257845, 'max_leaves': 35, 'subsample': 0.5308600427326633, 'reg_alpha': 0.7569022242975596, 'reg_lambda': 9.375310883614448, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.02974306063276861, Mean Val RMSE: 0.06240755706163055, Mean R2: 0.1050809910904599, Params: {'learning_rate': 0.15099996872671068, 'max_depth': 4, 'gamma': 3.4536931750605107e-05, 'min_child_weight': 9.630512014182441, 'colsample_bytree': 0.5978193814898497, 'max_leaves': 70, 'subsample': 0.7644504050478144, 'reg_alpha': 4.056006468562388, 'reg_lambda': 9.233389268397493, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09759061382477596, Mean Val RMSE: 0.1096567849594657, Mean R2: 0.18472451625755884, Params: {'learning_rate': 0.05475295157551821, 'max_depth': 8, 'gamma': 1.845098856780305, 'min_child_weight': 2.254550886565164, 'colsample_bytree': 0.6081415233442924, 'max_leaves': 136, 'subsample': 0.6295607206228071, 'reg_alpha': 0.6490869324201954, 'reg_lambda': 1.541549563529163, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07887976039630054, Mean Val RMSE: 0.09755758922270813, Mean R2: 0.1643171134799862, Params: {'learning_rate': 0.06316636121409336, 'max_depth': 3, 'gamma': 0.04225346183559046, 'min_child_weight': 2.8248965948922824, 'colsample_bytree': 0.6551225293562265, 'max_leaves': 128, 'subsample': 0.6976589258891067, 'reg_alpha': 4.84112813691714, 'reg_lambda': 1.419499490335788, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.032265613980805366, Mean Val RMSE: 0.06180438451172262, Mean R2: 0.10410666780974552, Params: {'learning_rate': 0.016331962765759222, 'max_depth': 8, 'gamma': 0.0004143014266220812, 'min_child_weight': 1.0152989383344468, 'colsample_bytree': 0.8703195006732503, 'max_leaves': 124, 'subsample': 0.6477484528666178, 'reg_alpha': 1.8195512989705944, 'reg_lambda': 8.27367042805396, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.15567805286998354, Mean Val RMSE: 0.15884417526753009, Mean R2: 0.267575079148873, Params: {'learning_rate': 0.004770581902327772, 'max_depth': 3, 'gamma': 0.07278973694302734, 'min_child_weight': 3.2957545418091216, 'colsample_bytree': 0.7331483205847282, 'max_leaves': 89, 'subsample': 0.8644977620955797, 'reg_alpha': 2.901925429842141, 'reg_lambda': 1.4645129277423852, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08497366530891529, Mean Val RMSE: 0.10180266639052063, Mean R2: 0.17147638487269107, Params: {'learning_rate': 0.06414846101648114, 'max_depth': 4, 'gamma': 0.23201020670895434, 'min_child_weight': 4.433642164361653, 'colsample_bytree': 0.528938475917735, 'max_leaves': 87, 'subsample': 0.6252034874601269, 'reg_alpha': 8.22140954938445, 'reg_lambda': 8.878257533365332, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01973609113400893, Mean Val RMSE: 0.05294043883954105, Mean R2: 0.08915826362559716, Params: {'learning_rate': 0.030254354233630536, 'max_depth': 15, 'gamma': 0.002124592403033262, 'min_child_weight': 1.1810758973250077, 'colsample_bytree': 0.9004517309919919, 'max_leaves': 56, 'subsample': 0.7218743857873525, 'reg_alpha': 0.7065346716332833, 'reg_lambda': 1.071288890247204, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12965402093374317, Mean Val RMSE: 0.13556018011760607, Mean R2: 0.22839686175408996, Params: {'learning_rate': 0.012688443011449233, 'max_depth': 3, 'gamma': 0.004045205748163437, 'min_child_weight': 2.5985561819874863, 'colsample_bytree': 0.6059750032536293, 'max_leaves': 40, 'subsample': 0.7297364963104723, 'reg_alpha': 8.488903919811806, 'reg_lambda': 2.1517779033413293, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05341159714225915, Mean Val RMSE: 0.07901144096206494, Mean R2: 0.13303788681203066, Params: {'learning_rate': 0.06088055714369692, 'max_depth': 4, 'gamma': 0.002725282627761835, 'min_child_weight': 14.725794124795243, 'colsample_bytree': 0.7378832562776332, 'max_leaves': 33, 'subsample': 0.5159892500593709, 'reg_alpha': 3.1843955743837706, 'reg_lambda': 4.824030206201016, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1263524267227189, Mean Val RMSE: 0.1323614181982299, Mean R2: 0.22306036592067474, Params: {'learning_rate': 0.20680360089518754, 'max_depth': 7, 'gamma': 3.394469674176872, 'min_child_weight': 7.359064486660176, 'colsample_bytree': 0.8461887819608791, 'max_leaves': 48, 'subsample': 0.6644310103786382, 'reg_alpha': 2.7881179252358033, 'reg_lambda': 3.183692761365125, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08548408174945284, Mean Val RMSE: 0.10080052736901043, Mean R2: 0.16980857356294654, Params: {'learning_rate': 0.03755918607400901, 'max_depth': 14, 'gamma': 0.7260339657732143, 'min_child_weight': 16.639045736160895, 'colsample_bytree': 0.9429126390361992, 'max_leaves': 28, 'subsample': 0.7599493102458247, 'reg_alpha': 6.280642969857336, 'reg_lambda': 8.036347293727989, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.006647618092963261, Mean Val RMSE: 0.04306410856628528, Mean R2: 0.07254360505260604, Params: {'learning_rate': 0.0734866111853055, 'max_depth': 11, 'gamma': 0.00017196696268270692, 'min_child_weight': 2.5645353353166667, 'colsample_bytree': 0.7262135982510289, 'max_leaves': 72, 'subsample': 0.6833194561331047, 'reg_alpha': 1.7161437556523607, 'reg_lambda': 1.0730266573911842, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0037605702455918736, Mean Val RMSE: 0.043974082845957656, Mean R2: 0.07413086763274226, Params: {'learning_rate': 0.19055244591295092, 'max_depth': 12, 'gamma': 0.005568128628729404, 'min_child_weight': 9.705716864967185, 'colsample_bytree': 0.5060603762623695, 'max_leaves': 105, 'subsample': 0.5513916261724086, 'reg_alpha': 1.0717777639334636, 'reg_lambda': 5.292128358670933, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09205867937083716, Mean Val RMSE: 0.10691724381205303, Mean R2: 0.18014313515044345, Params: {'learning_rate': 0.17874921891065407, 'max_depth': 5, 'gamma': 0.748606421593388, 'min_child_weight': 2.2856668808220593, 'colsample_bytree': 0.5392090313530971, 'max_leaves': 127, 'subsample': 0.8096203629530878, 'reg_alpha': 5.301775703914712, 'reg_lambda': 0.5032413629978376, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1222905763460566, Mean Val RMSE: 0.12960356719179664, Mean R2: 0.21835391737539994, Params: {'learning_rate': 0.013548865874407656, 'max_depth': 3, 'gamma': 1.077005685168387e-05, 'min_child_weight': 3.6322728849400963, 'colsample_bytree': 0.6879240046620749, 'max_leaves': 149, 'subsample': 0.5716584370427807, 'reg_alpha': 0.5501763711340327, 'reg_lambda': 3.994893841761025, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.009848037428339663, Mean Val RMSE: 0.04760038644809714, Mean R2: 0.08017610851668265, Params: {'learning_rate': 0.10250797478077213, 'max_depth': 7, 'gamma': 0.0014936332176786564, 'min_child_weight': 7.81888465323352, 'colsample_bytree': 0.5966674530674955, 'max_leaves': 29, 'subsample': 0.6826811200984241, 'reg_alpha': 0.6119918488153985, 'reg_lambda': 0.829406399421011, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08838243622285905, Mean Val RMSE: 0.1031760423358877, Mean R2: 0.17382350404021524, Params: {'learning_rate': 0.022065114318239657, 'max_depth': 5, 'gamma': 1.028823056568479, 'min_child_weight': 11.215994648082004, 'colsample_bytree': 0.6557623618869788, 'max_leaves': 125, 'subsample': 0.9698960261542868, 'reg_alpha': 1.221451398639565, 'reg_lambda': 2.135282999281109, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.026077233936198256, Mean Val RMSE: 0.056826332654366915, Mean R2: 0.09572252759615743, Params: {'learning_rate': 0.016620825482722593, 'max_depth': 10, 'gamma': 0.0037092908832284137, 'min_child_weight': 4.977703449259289, 'colsample_bytree': 0.5092294048811818, 'max_leaves': 114, 'subsample': 0.6752996135944903, 'reg_alpha': 1.3317063802829467, 'reg_lambda': 5.818552424358557, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04186171023881646, Mean Val RMSE: 0.06934397373654791, Mean R2: 0.11680411808952464, Params: {'learning_rate': 0.019616308812554634, 'max_depth': 13, 'gamma': 4.531359516215346e-05, 'min_child_weight': 12.258258370872184, 'colsample_bytree': 0.7249957569373586, 'max_leaves': 41, 'subsample': 0.5139452648946825, 'reg_alpha': 0.6674959026249101, 'reg_lambda': 0.7350280228703657, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0772785804046006, Mean Val RMSE: 0.09560571624203648, Mean R2: 0.16105761999423657, Params: {'learning_rate': 0.033254428661799, 'max_depth': 6, 'gamma': 0.4860268742548587, 'min_child_weight': 2.4831539467620476, 'colsample_bytree': 0.56809098687328, 'max_leaves': 57, 'subsample': 0.5419560749497253, 'reg_alpha': 3.339552535503255, 'reg_lambda': 7.851929130097964, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07038626454049925, Mean Val RMSE: 0.09014622145433945, Mean R2: 0.15186408126537393, Params: {'learning_rate': 0.01264751620333404, 'max_depth': 12, 'gamma': 0.11191820168686581, 'min_child_weight': 14.909556609477288, 'colsample_bytree': 0.6739594786537619, 'max_leaves': 124, 'subsample': 0.7789298842984747, 'reg_alpha': 9.021805286725787, 'reg_lambda': 4.970135592527282, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07200043245324154, Mean Val RMSE: 0.09185778433106444, Mean R2: 0.1546976107304168, Params: {'learning_rate': 0.0058477860505491775, 'max_depth': 8, 'gamma': 0.027534045451906013, 'min_child_weight': 17.32243168785571, 'colsample_bytree': 0.6153713684681895, 'max_leaves': 112, 'subsample': 0.7549415743787767, 'reg_alpha': 0.8727220374925889, 'reg_lambda': 1.095057458887411, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1426138708581027, Mean Val RMSE: 0.15384151226110349, Mean R2: 0.2590388560956701, Params: {'learning_rate': 0.002768365753072139, 'max_depth': 7, 'gamma': 1.6768083268707826e-05, 'min_child_weight': 10.987138603433923, 'colsample_bytree': 0.6639978622218542, 'max_leaves': 118, 'subsample': 0.9443855778406625, 'reg_alpha': 0.717158658616321, 'reg_lambda': 1.8932503283315354, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09004389391130559, Mean Val RMSE: 0.1045412026592047, Mean R2: 0.17612112011688544, Params: {'learning_rate': 0.01072089150357054, 'max_depth': 15, 'gamma': 0.5542580968820678, 'min_child_weight': 7.832660153083349, 'colsample_bytree': 0.613305449749818, 'max_leaves': 48, 'subsample': 0.6579274271086708, 'reg_alpha': 7.112246695850949, 'reg_lambda': 3.9550284350094316, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11679578784134945, Mean Val RMSE: 0.12537872981511816, Mean R2: 0.21122532495522486, Params: {'learning_rate': 0.008239395642682756, 'max_depth': 4, 'gamma': 0.00021098612867011805, 'min_child_weight': 1.405336840400454, 'colsample_bytree': 0.9243228752378669, 'max_leaves': 138, 'subsample': 0.5698122437601321, 'reg_alpha': 1.29620488357877, 'reg_lambda': 1.5077486502818558, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.009554084868054783, Mean Val RMSE: 0.048707089824957576, Mean R2: 0.08207374006304483, Params: {'learning_rate': 0.23063709964929277, 'max_depth': 7, 'gamma': 0.00028222351896162244, 'min_child_weight': 2.223802969332406, 'colsample_bytree': 0.992817911259513, 'max_leaves': 115, 'subsample': 0.5463781067791855, 'reg_alpha': 3.9343455944843444, 'reg_lambda': 5.793370775654954, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.006695089726539326, Mean Val RMSE: 0.04298368849538977, Mean R2: 0.07237971517370244, Params: {'learning_rate': 0.04337181669249001, 'max_depth': 15, 'gamma': 2.9270077736217927e-05, 'min_child_weight': 4.535317660497856, 'colsample_bytree': 0.6936298286278966, 'max_leaves': 132, 'subsample': 0.5219700481085646, 'reg_alpha': 0.6512350614137079, 'reg_lambda': 9.323078922393089, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04876567798495603, Mean Val RMSE: 0.075195709721239, Mean R2: 0.1266234441101674, Params: {'learning_rate': 0.16418506609771857, 'max_depth': 9, 'gamma': 0.43194805181117846, 'min_child_weight': 7.871645367867153, 'colsample_bytree': 0.8152261479000162, 'max_leaves': 79, 'subsample': 0.6539095220900031, 'reg_alpha': 1.7250670575648483, 'reg_lambda': 0.5544652140281708, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.13470742017322776, Mean Val RMSE: 0.13947380696289374, Mean R2: 0.23499507393800376, Params: {'learning_rate': 0.046482800193213984, 'max_depth': 3, 'gamma': 3.405661724272117, 'min_child_weight': 5.4270360403118, 'colsample_bytree': 0.5702126417902407, 'max_leaves': 134, 'subsample': 0.8255881612374036, 'reg_alpha': 0.7808985293355198, 'reg_lambda': 5.143352487397959, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.026387751322408743, Mean Val RMSE: 0.05925325797057085, Mean R2: 0.09978650153454291, Params: {'learning_rate': 0.12706852665904475, 'max_depth': 10, 'gamma': 0.0019437212223556793, 'min_child_weight': 9.684505216521682, 'colsample_bytree': 0.5505695176069163, 'max_leaves': 30, 'subsample': 0.7061992208573311, 'reg_alpha': 7.557534018743079, 'reg_lambda': 1.1928674688413923, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1366357070514192, Mean Val RMSE: 0.14124472467699006, Mean R2: 0.2379871054504978, Params: {'learning_rate': 0.0846466412157839, 'max_depth': 4, 'gamma': 3.429463367429972, 'min_child_weight': 8.284117807808148, 'colsample_bytree': 0.8496602166943786, 'max_leaves': 51, 'subsample': 0.5527813966952498, 'reg_alpha': 3.64138010717494, 'reg_lambda': 2.22912142270001, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04285869368977614, Mean Val RMSE: 0.07104051498678814, Mean R2: 0.1196543573988296, Params: {'learning_rate': 0.06183022313393501, 'max_depth': 4, 'gamma': 0.0055640681401432635, 'min_child_weight': 1.5148562543635504, 'colsample_bytree': 0.8422941042973796, 'max_leaves': 139, 'subsample': 0.7764424138409073, 'reg_alpha': 1.8438907124910655, 'reg_lambda': 3.5236871098569242, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.16699390666039088, Mean Val RMSE: 0.17412938011622886, Mean R2: 0.29325330757154566, Params: {'learning_rate': 0.0029709416546095696, 'max_depth': 10, 'gamma': 1.805330044573536e-05, 'min_child_weight': 7.93650858634882, 'colsample_bytree': 0.9971245439442582, 'max_leaves': 84, 'subsample': 0.5242663215980385, 'reg_alpha': 8.921429596313736, 'reg_lambda': 4.937202002538901, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.009343648111200161, Mean Val RMSE: 0.04637625400288266, Mean R2: 0.07812136989082011, Params: {'learning_rate': 0.15312453751217964, 'max_depth': 15, 'gamma': 0.0016422447146838182, 'min_child_weight': 1.3649594097226572, 'colsample_bytree': 0.7256890150574835, 'max_leaves': 30, 'subsample': 0.9377589040909664, 'reg_alpha': 2.379999155516209, 'reg_lambda': 1.624496808847568, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05930960414309262, Mean Val RMSE: 0.08091861108141986, Mean R2: 0.13631146234955682, Params: {'learning_rate': 0.015502576916009838, 'max_depth': 9, 'gamma': 0.3059205093074926, 'min_child_weight': 14.081426289371242, 'colsample_bytree': 0.5331137398919553, 'max_leaves': 119, 'subsample': 0.8039456854137177, 'reg_alpha': 4.181508763891987, 'reg_lambda': 5.804977252920182, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11879146358693567, Mean Val RMSE: 0.12711268048883442, Mean R2: 0.21414832011171997, Params: {'learning_rate': 0.017321088932620698, 'max_depth': 3, 'gamma': 0.02793726459187377, 'min_child_weight': 3.828519088931397, 'colsample_bytree': 0.799120496443613, 'max_leaves': 117, 'subsample': 0.5842250615127649, 'reg_alpha': 3.9805379929743765, 'reg_lambda': 6.61892472486169, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03485546524399, Mean Val RMSE: 0.06558017441533925, Mean R2: 0.11046925939237612, Params: {'learning_rate': 0.19782515842179477, 'max_depth': 11, 'gamma': 0.21257308033120256, 'min_child_weight': 3.83028041649988, 'colsample_bytree': 0.5284061996518303, 'max_leaves': 111, 'subsample': 0.9522839926458192, 'reg_alpha': 2.273308930740061, 'reg_lambda': 1.1135702600771837, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.035072165681389475, Mean Val RMSE: 0.06317058903361916, Mean R2: 0.10640151762203831, Params: {'learning_rate': 0.0061362944490989555, 'max_depth': 13, 'gamma': 0.00024373011466941773, 'min_child_weight': 2.4231433662063924, 'colsample_bytree': 0.7173660929023477, 'max_leaves': 102, 'subsample': 0.9332111061337097, 'reg_alpha': 2.7035357043061703, 'reg_lambda': 2.9698007249727945, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08622352681262876, Mean Val RMSE: 0.10040666338816837, Mean R2: 0.16914551217994983, Params: {'learning_rate': 0.007890645496496044, 'max_depth': 13, 'gamma': 1.5472135747152103, 'min_child_weight': 9.563769558955897, 'colsample_bytree': 0.7353323610352351, 'max_leaves': 93, 'subsample': 0.720154937446804, 'reg_alpha': 1.2277328481780758, 'reg_lambda': 1.2254182048951945, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08092924476339906, Mean Val RMSE: 0.09770457671498962, Mean R2: 0.16457290469090322, Params: {'learning_rate': 0.0037022272753970053, 'max_depth': 15, 'gamma': 2.1722757436486737e-05, 'min_child_weight': 18.03065667518748, 'colsample_bytree': 0.6537921395385063, 'max_leaves': 51, 'subsample': 0.9887011842629831, 'reg_alpha': 5.50273134663914, 'reg_lambda': 3.9107310977891427, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.018594326362832696, Mean Val RMSE: 0.052654498938490245, Mean R2: 0.08866128160365243, Params: {'learning_rate': 0.0458074848768427, 'max_depth': 14, 'gamma': 3.151509984026922e-05, 'min_child_weight': 14.535923191314208, 'colsample_bytree': 0.542847663562079, 'max_leaves': 73, 'subsample': 0.5079999272755545, 'reg_alpha': 4.831969215728359, 'reg_lambda': 1.8300835597266139, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11541624167562739, Mean Val RMSE: 0.12457291619887738, Mean R2: 0.20988393283330722, Params: {'learning_rate': 0.008479917214728468, 'max_depth': 3, 'gamma': 0.5645289010553098, 'min_child_weight': 18.715169398146056, 'colsample_bytree': 0.5601843502727017, 'max_leaves': 111, 'subsample': 0.9835246017749535, 'reg_alpha': 1.275407688924092, 'reg_lambda': 1.400863823110995, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.041778376121279034, Mean Val RMSE: 0.0691645665677382, Mean R2: 0.11648546454691934, Params: {'learning_rate': 0.019260909998309105, 'max_depth': 7, 'gamma': 0.0006112394218972024, 'min_child_weight': 1.594679471008859, 'colsample_bytree': 0.6093837159538807, 'max_leaves': 37, 'subsample': 0.9902642350413958, 'reg_alpha': 8.249824595848262, 'reg_lambda': 6.151639732235415, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.14190364849694384, Mean Val RMSE: 0.14545213246496108, Mean R2: 0.24505864329455576, Params: {'learning_rate': 0.008828306203400511, 'max_depth': 14, 'gamma': 4.957114752631699, 'min_child_weight': 11.21003258415424, 'colsample_bytree': 0.8522451802936908, 'max_leaves': 134, 'subsample': 0.5445354662206401, 'reg_alpha': 2.426027482168161, 'reg_lambda': 8.16639269441587, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08011962134622642, Mean Val RMSE: 0.09735164234911602, Mean R2: 0.16397671565985136, Params: {'learning_rate': 0.05434787453022728, 'max_depth': 9, 'gamma': 0.9908055049209896, 'min_child_weight': 19.163311348055476, 'colsample_bytree': 0.5900561295706014, 'max_leaves': 36, 'subsample': 0.5434336032935864, 'reg_alpha': 0.9240728883362018, 'reg_lambda': 0.6446027480807458, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08030487245603996, Mean Val RMSE: 0.09838786677005253, Mean R2: 0.1657031203095355, Params: {'learning_rate': 0.05066606825001137, 'max_depth': 4, 'gamma': 0.5211506374290331, 'min_child_weight': 8.228967698578323, 'colsample_bytree': 0.5543524159483532, 'max_leaves': 29, 'subsample': 0.5753044275349719, 'reg_alpha': 3.357869306849096, 'reg_lambda': 1.2043428581615279, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06021704211101621, Mean Val RMSE: 0.08332123631979237, Mean R2: 0.14032345538921293, Params: {'learning_rate': 0.012280388201173251, 'max_depth': 12, 'gamma': 0.007974115214165802, 'min_child_weight': 11.38039893563769, 'colsample_bytree': 0.6724083607828267, 'max_leaves': 21, 'subsample': 0.5299181628639705, 'reg_alpha': 1.4144686956694072, 'reg_lambda': 2.620179712479824, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.006292186353144639, Mean Val RMSE: 0.04192763253869618, Mean R2: 0.07061091698022384, Params: {'learning_rate': 0.06101545738122875, 'max_depth': 12, 'gamma': 0.00012529136800353713, 'min_child_weight': 15.272893040225076, 'colsample_bytree': 0.7372186212068338, 'max_leaves': 110, 'subsample': 0.9932045486601122, 'reg_alpha': 2.422260856002942, 'reg_lambda': 8.884504787166698, 'device': 'cuda'}
